norm_title,description,audience_group,genres,sentiment_score,violence_flag
what the fish,A crabby woman leaves home for a vacation and entrusts her niece's fiancé to feed her fish and adhere to a strict set of rules. He has other ideas.,teen,['comedy'],0.0,0
little singham,"A spinoff of Rohit Shetty's action franchise, this animated series follows brave kid cop Little Singham’s adventures as he defends his town from evil.",child,['comedy'],0.0314,0
cable girls,"In 1920s Madrid, four women at the National Telephone Company ring in revolution as they manage romance, friendship and the modern workplace.",adult,['romance'],0.7579,0
desperados,"After drunkenly sending a cringeworthy email, hopeless romantic Wes heads to Mexico with her best friends to erase the note before her new love reads it.",adult,"['comedy', 'romance']",0.9042,0
hunter in the blue side of manchester,"To honor his father, a diligent college graduate takes on the daunting goal of becoming a reporter for an English Premier League soccer club.",adult,['drama'],0.4939,0
i am not your negro,"Based on James Baldwin's unfinished book, this visual essay explores racism through the stories of Medgar Evers, Malcolm X and Martin Luther King Jr.",teen,['documentary'],-0.6249,0
juon origins,A paranormal researcher searches obsessively for a cursed home where something terrible happened to a mother and her child long ago.,adult,['horror'],-0.5423,0
babysitters club,Ann M. Martin's beloved books get a modern update in this series that follows a group of girlfriends and their homegrown babysitting business.,child,['drama'],0.5106,0
perfect picture ten years later,"From flawed husbands to shaky finances, new complications test a close circle of friends who must lean on each other in a new decade of their lives.",adult,"['comedy', 'drama']",0.296,0
warrior nun,"After waking up in a morgue, an orphaned teen discovers she now possesses superpowers as the chosen Halo-Bearer for a secret sect of demon-hunting nuns.",adult,"['action', 'sci-fi']",0.0,0
annefrank parallel stories,"Through her diary, Anne Frank's story is retold alongside those of five Holocaust survivors in this poignant documentary from Oscar winner Helen Mirren.",teen,['documentary'],0.5859,0
touch of green,"Amid the turmoil of China's civil war, families of Kuomintang pilots face the pain of leaving their homes but find strength in their shared bonds.",adult,['drama'],0.4678,1
adú,"Near a Spanish town in northern Africa, a child takes a painful journey, a father reconnects with his daughter and a coast guard is guilt stricken.",adult,['drama'],-0.8074,0
ali baba ve 7 cüceler,"A garden gnome vendor and his brother-in-law attend a trade fair in Sofia, where they accidentally stumble into shenanigans involving a mafia boss.",adult,"['action', 'comedy']",-0.0258,0
david foster off the record,"From child prodigy to iconic music producer, David Foster shares the stories behind his success with rare footage and interviews with his collaborators.",adult,['documentary'],0.7096,0
double jeopardy,"After being framed and serving time for her husband's supposed murder, Libby decides to kill her ""late"" husband for good.",adult,['thriller'],-0.8176,1
pek yakında,"An ex-movie extra plans to win his wife back by making a fantasy film, but neither he nor his crew has a knack for filmmaking.",adult,['comedy'],0.34,0
say i do,"In this reality show, couples overcome obstacles to celebrate their love in surprise dream weddings designed by three experts in less than a week.",teen,['romance'],0.8555,0
stardust,"To win his true love's heart, wide-eyed Tristan Thorn journeys to a forbidden realm to retrieve a fallen star that has taken human form.",teen,"['action', 'romance']",0.3182,0
fkit list,"After a prank blows up a studious high school senior's life, he shares a list of certain things he wishes he'd done differently — and maybe still can.",adult,['comedy'],0.5994,0
silence of others,"Filmed over six years, this documentary captures the struggles of victims who suffered abuse under Gen. Francisco Franco's regime as they seek justice.",teen,['documentary'],-0.8316,0
total recall,"After getting a memory implant, working stiff Douglas Quaid discovers he might actually be a secret agent embroiled in a violent insurrection on Mars.",adult,"['action', 'sci-fi']",-0.5994,0
under the riccione sun,"While vacationing on the beaches of Riccione, a group of teens become friends and help each other manage romantic relationships and summer crushes.",adult,"['comedy', 'romance']",0.6808,0
homemade,"Acclaimed filmmakers from around the world channel their creativity during COVID-19 isolation with this diverse, genre-spanning collection of short films.",adult,['drama'],-0.0258,0
mirror boy,"A young boy is taken to his mother's birth home in Africa, where a mystical adventure in an ominous forest turns into a journey of self-discovery.",teen,"['action', 'drama']",-0.0258,0
friendbutmarried 2,"As Ayu and Ditto finally transition from best friends to newlyweds, a quick pregnancy creates uncertainty for the future of their young marriage.",child,"['drama', 'romance']",0.7906,0
skin,"On a quest to find beauty in all complexions, actress Beverly Naya travels to her home country of Nigeria and explores colorism's impact on society.",adult,['documentary'],0.5859,0
thackeray,"This biopic maps the meteoric rise of far-right Shiv Sena party founder, Bal Thackeray, from controversial cartoonist to powerful Mumbai politician.",teen,['drama'],0.5719,0
dark,A missing child sets four families on a frantic hunt for answers as they unearth a mind-bending mystery that spans three generations.,adult,['drama'],-0.6249,0
ride like a girl,"The daughter of a horse trainer, an ambitious girl sets her sights on becoming the first female jockey to win the Melbourne Cup. Based on a true story.",child,['drama'],0.8658,0
all for love,"A penniless country boy goes in search of his runaway sister in Bogotá, where he falls for an aspiring singer, but gets tangled up in organized crime.",adult,['romance'],-0.6956,1
eurovision song contest the story of fire saga,"Two small-town singers chase their pop star dreams at a global music competition, where high stakes, scheming rivals and onstage mishaps test their bond.",teen,"['comedy', 'romance']",0.4019,0
home game,"This docuseries profiles unique and dangerous traditional sports from around the world, as well as the communities and cultures where they thrive.",adult,['documentary'],-0.25,0
kasanova,"After losing his wife, a single father indulges in flimsy flings until he meets his son's music teacher, who imparts a few lessons on love.",teen,"['comedy', 'romance']",0.3818,0
ordinary people,"Barely making a living as pickpockets, a teenage couple in Manila resort to desperate measures when their one-month-old child is kidnapped.",adult,['drama'],-0.3182,0
krishna and his leela,"Torn between his past and present girlfriends, a confused bachelor’s indecisiveness spins a web of lies and cheating as he struggles to commit.",adult,['romance'],-0.9062,0
prem ratan dhan payo,"While recovering from an assassination attempt four days prior to his coronation, a stern prince is replaced by a joyful and generous doppelgänger.",teen,"['action', 'drama']",0.5106,0
vivah,"Set up for an arranged marriage, a young couple enjoys an old-fashioned courtship, until an accident days before their wedding tests their nascent love.",teen,"['drama', 'romance']",0.6597,0
athlete a,This documentary focuses on the gymnasts who survived USA Gymnastics doctor Larry Nassar's abuse and the reporters who exposed USAG's toxic culture.,teen,['documentary'],-0.296,0
bulbbul,"A child bride grows up to be an enigmatic woman presiding over her household, harboring a painful past as supernatural murders of men plague her village.",adult,['horror'],-0.7845,1
nobody knows im here,"A former child singer, traumatized by his experiences, becomes a recluse, nurturing his hurt until a woman comes into his life and really hears him.",adult,['drama'],-0.4767,0
roswell new mexico,"After 10 years, a woman returns to her sleepy tourist-occupied hometown and discovers her high-school crush is also an unusual foreigner.",teen,"['drama', 'sci-fi']",-0.1531,0
kappela,"Falling into an over-the-phone romance with a rickshaw driver, a young woman visits his city when an encounter with a stranger derails their meeting.",teen,['drama'],0.1779,0
royal hibiscus hotel,A disenchanted chef tries to help her parents restore their failing hotel but cooks up feelings for an investor with his sights set on the property.,child,"['comedy', 'romance']",0.0772,0
its okay to not be okay,An extraordinary road to emotional healing opens up for an antisocial children's book writer and a selfless psych ward caretaker when they cross paths.,adult,['romance'],0.1531,1
woodshock,"Shattered after her mother's death, a woman floats away from reality under the effect of a potent, hallucinatory drug as her life decays into chaos.",adult,"['drama', 'thriller']",-0.9246,1
elevator baby,"A chance encounter brings a brash, wealthy young man and an underprivileged woman together when they get stuck in an elevator and she goes into labor.",adult,['drama'],0.3612,0
babies,"From nature to nurture, this docuseries explores the groundbreaking science that reveals how infants discover life during their very first year.",teen,['documentary'],0.34,0
chaman bahaar,"A local shop becomes a hub for young men taken with the new neighbor. But as business booms, it may leave the equally smitten storeowner heartbroken.",adult,"['comedy', 'drama']",-0.8047,0
destiny,"In 12th-century Spain, a philosopher and his profound teachings jeopardize the caliph he serves when political rivals threaten a government upheaval.",teen,['drama'],-0.3818,0
disclosure,"In this documentary, leading trans creatives and thinkers share heartfelt perspectives and analysis about Hollywood's impact on the trans community.",adult,['documentary'],0.6908,0
feel the beat,"After blowing a Broadway audition, a self-centered dancer reluctantly returns home and agrees to coach a squad of young misfits for a big competition.",child,"['comedy', 'drama']",0.1027,0
lost bullet,"Facing a murder charge, a genius mechanic with a criminal past must track down a missing car containing the proof of his innocence: a single bullet.",adult,"['action', 'drama']",-0.8271,1
most beautiful thing,"A 1950s housewife goes to Rio de Janeiro to meet up with her husband, only to learn he's deserted her, but decides to stay and open a bossa nova club.",adult,"['drama', 'romance']",0.0,0
oneway to tomorrow,"Two strangers cross paths on a train en route to Izmir, bonding over their turbulent — and unexpectedly intertwined — romantic pasts.",adult,"['drama', 'romance']",0.4019,0
emigrant,Ram leaves the nomadic life and embarks on a quest for knowledge in a pharaonic Egypt mired in political intrigue. Based on a biblical story.,teen,['drama'],0.0,0
politician,Rich kid Payton has always known he's going to be president. But first he has to navigate the most treacherous political landscape of all: high school.,adult,"['comedy', 'drama']",0.3182,0
wasp network,"Based on a true and gripping story: Cuban spies infiltrate exile groups in the 1990s to stop terrorism against the island, but at a high personal cost.",adult,"['drama', 'thriller']",-0.3612,1
alexandria why,"Living in Alexandria during World War II, an Egyptian teen enamored with American films dreams of making it in Hollywood.",adult,['drama'],-0.296,1
alexandria again and forever,"At the peak of his career, Yehia joins a hunger strike, becomes smitten and reckons with a creative crisis — but finds a new muse.",adult,['drama'],-0.3291,0
egyptian story,"While undergoing heart surgery in London, Yehia reflects on his life as his heart chamber becomes a courtroom where he's tried for his mistakes.",adult,['drama'],-0.3612,0
cairo station,A Cairo newsstand vendor's fantasies morph into a dangerous fixation with a lemonade seller as a serial killer begins terrorizing the city.,teen,['drama'],-0.9081,1
dark waters,"A fisherman returns home after a three-year absence only to find the woman he loves drifting away, the sailors feuding and his community unraveling.",teen,['drama'],0.2732,0
el límite infinito,"From early struggles to his climb up the Himalayas, Jean Maggi gets profiled in this documentary that highlights his advancement of adaptive sports.",child,['documentary'],-0.3612,0
lola igna,An elderly woman finds her life disrupted when her family and village realize she has a chance at a world record for being the oldest grandmother alive.,teen,['comedy'],0.5574,0
one take,Members of Thai girl group BNK48 share the ups and downs of preparing for the 6th Single Senbatsu General Election.,child,['documentary'],0.296,0
saladin,The Sultan of Egypt and Syria launches a campaign to retake Jerusalem amid the Crusades.,adult,"['action', 'drama']",0.0,0
stray bullet,"In 1976 Beirut, after a rendezvous with her old flame, soon-to-wed Noha witnesses a violent incident and changes course on a path to self-realization.",adult,"['drama', 'romance']",-0.5994,0
blazing sun,Competition between sugar cane producers turns deadly after a greedy landlord conspires against an agricultural engineer who falls for his daughter.,teen,['drama'],-0.3182,0
land,A group of peasant farmers fights to protect their village against a corrupt landowner. Adapted from the popular novel by Abdel Rahman al-Sharqawi.,adult,['drama'],0.6124,1
nut job,"When his grouchy attitude gets him kicked out of the park, Surly the squirrel hatches a plan to rob Maury's Nut Shop to stock up for winter.",child,['comedy'],-0.7579,0
order,"Out to avenge his mother's death, a college student pledges a secret order and lands in a war between werewolves and practitioners of dark magic.",adult,"['drama', 'horror']",-0.8316,1
evening with beverly luff linn,"When an unhappily married woman discovers a man from her past has a role in a local theater production, she'll do anything to reconnect with him.",adult,['comedy'],-0.4404,0
riding faith,"Following her father's death, a young woman struggles to help her mother keep the family ranch afloat while preserving a special bond with her horse.",child,['drama'],-0.25,1
last flight to abuja,"When disaster strikes mid-flight, a commercial plane's frantic passengers confront their pasts and the possibility of death. Based on true events.",teen,['drama'],-0.9062,1
darkness,"After bringing home a set of mysterious stones from the Grand Canyon, a boy unleashes an ancient force that begins to terrorize his family.",teen,"['horror', 'thriller']",-0.3182,1
show must go on the queen adam lambert story,"With rare footage and candid interviews, this documentary details the serendipitous pairing of legendary rock band Queen and powerhouse Adam Lambert.",adult,['documentary'],0.0,0
wira,"After a long stint in the army, an ex-lieutenant returns home and enters an underground MMA match to take on a local mobster and protect his family.",teen,"['action', 'drama']",0.3818,0
4th republic,"After the election-night murder of her campaign manager at a polling site, a gubernatorial candidate challenges the corrupt incumbent's victory.",adult,"['drama', 'thriller']",-0.6597,1
alexa katie,"Alexa is battling cancer. But with her best friend, Katie, by her side, she's also starting high school – and ready for whatever comes next.",child,['comedy'],0.9022,0
asura guru,"For a tech-savvy thief, elaborate robberies and evading the police are second nature until a private detective is hired to investigate his latest heist.",teen,['drama'],-0.5267,0
how to get away with murder,"Brilliant criminal defense attorney and law professor Annalise Keating, plus five of her students, become involved in a twisted murder case.",teen,['drama'],-0.5859,1
milea,"Years after his teen romance with Milea, a now-adult Dilan tells his version of their love story when a high school reunion brings them back together.",teen,"['drama', 'romance']",0.8316,0
axone,"In Delhi, friends from Northeast India prepare a pungent delicacy for a wedding party, sparking conflict and comedy with their unaccustomed neighbors.",adult,"['comedy', 'drama']",0.7184,0
da 5 bloods,Four African American veterans return to Vietnam decades after the war to find their squad leader's remains — and a stash of buried gold. From Spike Lee.,adult,"['action', 'drama']",-0.5994,1
dating around,"In each episode of flirtations and fails, one real-life single navigates five blind dates. The mission: Find one match worthy of a second date.",adult,['romance'],-0.4019,0
f is for family,"Follow the Murphy family back to the 1970s, when kids roamed wild, beer flowed freely and nothing came between a man and his TV.",adult,['comedy'],0.4404,0
woods,Evidence found on the body of a homicide victim sparks hope in a prosecutor that his sister who disappeared 25 years earlier could still be alive.,adult,['drama'],0.3612,0
from a to b,"To celebrate the memory of their pal who passed away, three estranged friends attempt to reconnect on an eventful road trip from Abu Dhabi to Beirut.",adult,"['comedy', 'drama']",0.7783,0
menahi,"A stranger to civilian life, a young Saudi farmer travels to Dubai, where he experiences a series of hilarious misadventures.",teen,['comedy'],0.4019,0
curon,"After 17 years, a woman returns home with her teenage twins. When she mysteriously vanishes, her children must reckon with a shadowy family legacy.",adult,"['drama', 'horror']",0.0,0
dcs legends of tomorrow,"A mysterious ""time master"" from the future unites an unlikely group of superheroes and villains to save the world from a powerful evil.",teen,"['action', 'sci-fi']",-0.5859,0
lenox hill,Four doctors at New York's storied Lenox Hill Hospital balance their personal lives and their dedication to their patients in this documentary series.,adult,['documentary'],0.0,0
middle men,"An entrepreneur develops an adult entertainment online billing company – and winds up dealing with mobsters, the FBI, con men and terrorists.",adult,"['comedy', 'drama']",-0.3182,1
reality z,"With Rio de Janeiro under a zombie attack, reality show contestants shelter in a TV studio, where they must deal with more than flesh-eating hordes.",adult,['horror'],-0.4767,1
witch part 1 the subversion,The life of a seemingly ordinary high school student with a mysterious past is turned upside down when a group of strangers show up and wreak havoc.,adult,"['action', 'sci-fi']",-0.5994,0
before i fall,"Forced to continually relive the day she dies in a car crash, a privileged high schooler must unravel the cosmic mystery of her suddenly looping life.",teen,"['drama', 'romance']",-0.4215,0
365 days,"A fiery executive in a spiritless relationship falls victim to a dominant mafia boss, who imprisons her and gives her one year to fall in love with him.",adult,"['drama', 'romance']",-0.1531,0
forensic,"A pair of officers with history navigates clues from the past, false leads and a ticking clock to nab an elusive serial killer who targets young girls.",teen,['thriller'],-0.6486,1
project papa,"When a busy entrepreneur pauses her career to spend time with her aging father, both learn valuable lessons on happiness, love and living in the moment.",teen,['drama'],0.8979,0
queen of the south,"Forced to work for a cartel that recently killed her boyfriend, Teresa relies on her street smarts, a loyal pal and a mysterious notebook to survive.",adult,"['action', 'drama']",-0.4215,1
night clerk,"After a charming guest checks in, a voyeuristic hotel clerk on the autism spectrum becomes a suspect in a murder that takes place during his shift.",adult,['drama'],-0.4767,1
13 reasons why,"After a teenage girl's perplexing suicide, a classmate receives a series of tapes that unravel the mystery of her tragic choice.",adult,['drama'],-0.8176,0
before the summer crowds,"Ahead of summer break, a couple heads to a seaside resort where intimate interactions with other villagers make for anything but a peaceful holiday.",teen,['drama'],0.8338,0
big stone gap,A single middle-aged woman who has lived her whole life in a small Virginia mining town uncovers a family secret that alters her profoundly.,teen,"['comedy', 'romance']",0.0,0
choked paisa bolta hai,A bank employee weighed down by her jobless husband's debts — and her own broken dreams — finds a secret source of seemingly unlimited cash in her home.,teen,['drama'],-0.1027,0
merry men 2 another mission,"To save a kidnapped loved one, a pack of wealthy men must return to their vigilante past when they are blackmailed to pull off a treacherous heist.",adult,['comedy'],0.8625,0
supernatural,"Siblings Dean and Sam crisscross the country, investigating paranormal activity and picking fights with demons, ghosts and monsters.",teen,"['action', 'horror']",-0.4019,1
last days of american crime,"A bank robber joins a plot to commit one final, historic heist before the government turns on a mind-altering signal that will end all criminal behavior.",adult,"['action', 'drama']",-0.7003,0
light of my eyes,A composer hides his love for his formerly blind ex when she returns to Egypt engaged to his childhood friend — the doctor who restored her sight.,adult,"['drama', 'romance']",0.8442,0
hot sweet sour,"In love since childhood, a couple separates to pursue different paths but makes a pact to marry each other in five years if they are still single.",teen,"['drama', 'romance']",0.3818,0
overnight republic,"A mayoral candidate wins office, promising to turn a small province into its own country as a war and wacky events with his wife and advisors ensue.",adult,['comedy'],0.3612,1
lady bird,"An intrepid high schooler in Sacramento undergoes the trials of love, family and self-discovery as she dreams of escaping to college on the East Coast.",adult,"['comedy', 'drama']",0.7964,0
spelling the dream,"Following four hopeful competitors, this documentary explores Indian Americans' decades-long success at the biggest spelling contest in the U.S.",child,['documentary'],0.7906,0
andaleeb el dokki,"Aiming for fame, a struggling singer finds his long-lost millionaire twin and falls for his brother's secretary as a plot brews to steal the fortune.",teen,['comedy'],-0.4767,0
lets dance,"Disillusioned with her humdrum routine, a married lawyer secretly enrolls in a dance school in this remake of the 1996 Japanese film “Shall We Dance?”",teen,"['comedy', 'drama']",-0.4404,0
lifes speed bump,"Seeking job opportunities, a young man arrives in Cairo and becomes increasingly involved with the family of a wealthy businessman.",teen,['comedy'],0.6249,0
mr romantic,"When a carefree man is left with his uncle's fortune, he can only receive the riches on one condition: he must settle down with a good woman.",teen,"['comedy', 'romance']",0.8402,0
my horrible grandma,"As a man fumbles to keep things in order, his assertive grandmother tries to straighten out his life when she returns to live with him.",adult,"['comedy', 'drama']",0.0,0
sorry to disturb,"After losing his father, a genius yet troubled aviation engineer suffering from loneliness tackles a complex project: love.",teen,['drama'],-0.743,0
student cop,"Sent undercover to investigate suspicious activity among a group of college students, a police officer gets more invested in his role than expected.",teen,"['action', 'comedy']",-0.3612,0
whats up,"Flirting with modernity, a young woman must keep her new romance a secret from her conservative brother, who plans to keep her in line with tradition.",child,"['comedy', 'drama']",0.6597,0
x large,"After he is rejected by the woman he loves and obesity-related issues kill his uncle, a lonely, overweight artist undergoes a major transformation.",teen,"['comedy', 'romance']",-0.8519,1
122,"After an awful accident, a couple admitted to a grisly hospital are separated and must find each other to escape — before death finds them.",adult,['horror'],-0.836,1
chippa,"At midnight on his 10th birthday, a boy scours the lesser-known Kolkata streets in search of a father he’s never met, carrying a letter he can’t read.",teen,"['comedy', 'drama']",0.0,0
cook off,"Yearning for a better life, a single mother with a passion for cooking gets a shot at greatness when her son enters her into a top reality cooking show.",child,"['comedy', 'romance']",0.802,0
dear my friends,Life is ever-delightful — and ever-challenging — for a group of friends in their twilight years as they rediscover themselves through love and family.,adult,['drama'],0.8074,0
kalek shanab,"After a wild night of partying on the town, three buddies wake up to discover they've caused a whole mess of trouble — but can't remember how.",child,['comedy'],-0.2023,0
midnight diner,"A scarred man operates a midnight diner in the backstreets of Shinjuku. No one knows his name or his story, but his customers each bring him theirs.",adult,['drama'],-0.1531,0
mirai,"Unhappy after his new baby sister displaces him, four-year-old Kun begins meeting people and pets from his family's history in their unique house.",child,['action'],-0.4215,0
my shy boss,The isolated life of an extreme introvert is thrown out of order when his company hires a new employee: a cheery extrovert who's not all she seems.,adult,['romance'],0.3182,0
revolutionary love,A third-generation chaebol falls in love with a woman who opens his eyes to the struggles of the working class and inspires him to make a difference.,adult,['romance'],0.6808,0
disaster artist,"Aspiring actor Greg moves to Los Angeles with his strange friend Tommy, then agrees to star in his movie. Things start weird and get a lot weirder.",adult,"['comedy', 'drama']",0.25,0
stolen,A well-to-do British woman must venture into New Zealand's wild and dangerous unknown when her baby son is kidnapped and held for ransom.,teen,['drama'],-0.4767,0
high strung free dance,A choreographer casts a contemporary dancer and a gifted pianist for a highly anticipated Broadway show as internal drama tries to steal the spotlight.,teen,"['drama', 'romance']",-0.4939,0
freej al taibeen,"Local rivals gear up to compete in a traditional game that tests their physical strength and endurance, but complications disrupt their training.",child,"['comedy', 'drama']",0.2732,0
space force,A four-star general begrudgingly teams up with an eccentric scientist to get the U.S. military's newest agency — Space Force — ready for lift-off.,adult,['comedy'],0.3612,0
other,"When a graduate student elopes with a plucky reporter, his wealthy, possessive mother connives with his militant brother-in-law to wreck the union.",adult,"['drama', 'romance']",-0.3182,0
cant cope wont cope,"In Dublin, friends Aisling and Danielle must come to terms with adulthood when their millennial hijinks and hangovers begin to wear off.",adult,"['comedy', 'drama']",0.4767,0
grandmothers farm,A guys' getaway to an isolated farm in the desert goes from fun to frightening when a mysterious guest crashes the party.,teen,"['comedy', 'horror']",0.128,0
grandmothers farm part 2,"After their haunting experience on a desert farm, a group of buddies escapes on a faraway getaway to seaside Fujairah — and right into more terror.",teen,"['comedy', 'horror']",-0.6478,1
intuition,"Police officer Pipa works on her first big case while simultaneously investigating her boss, who is suspected of murder. The prequel to ""Perdida"".",adult,"['drama', 'thriller']",-0.765,1
mako mermaids an h2o adventure,"This ""H2O"" sequel follows Zac, a boy who accidentally turns into a merman and threatens the existence of three young mermaids who guard Mako Island.",child,['comedy'],-0.6124,0
im no longer here,"A terrible misunderstanding with a local gang sends 17-year-old Ulises, leader of a group hooked on cumbia music, across the border to save his life.",adult,['drama'],-0.4019,0
ne zha,"Bound by a divine mandate, rebellious outcast Ne Zha grapples with his formidable powers and a destiny that would imperil his loved ones.",teen,"['action', 'comedy']",0.743,0
supergirl,"To avert a disaster, Kara Danvers reveals her powers and true identity: She is Superman's cousin, now known as Supergirl, protector of National City.",teen,"['action', 'sci-fi']",-0.4588,0
uncut gems,"With his debts mounting and angry collectors closing in, a fast-talking New York City jeweler risks everything in hopes of staying afloat and alive.",adult,"['drama', 'thriller']",0.0,0
betaal,"Hired to displace tribal villagers to make way for a new highway, officials unearth an old curse and an army of British soldier-zombies.",adult,"['action', 'horror']",-0.5423,0
dynasty,The Carringtons and the Colbys feud for control over their fortune – and their children – in this updated reboot of the classic prime-time soap.,teen,['drama'],-0.34,0
one day well talk about today,"Harboring a deep secret, a seemingly happy family confronts the trauma of years past as a clash between generations threatens to separate them.",child,['drama'],-0.3818,0
si doel the movie 3,"Torn between reuniting with one family and leaving another behind, Doel must choose between the two women he loves.",child,['drama'],0.4019,0
history 101,"Infographics and archival footage deliver bite-size history lessons on scientific breakthroughs, social movements and world-changing discoveries.",teen,['documentary'],0.0,0
living in bondage breaking free,"Mentored by an enigmatic tycoon, an ambitious young man faces a crisis when his rise in power draws him deep into the occult.",adult,"['horror', 'thriller']",-0.25,0
lovebirds,"When a couple in the fast lane to splitsville accidentally careens into a murder, they take off on a wild race to find the killer and clear their names.",adult,"['action', 'comedy', 'romance']",-0.8689,1
trailer park boys the animated series,"Nova Scotia’s favorite miscreants have always been super sketchy. Now, carrying on from the Season 12 finale, the boys have become complete cartoons.",adult,['comedy'],0.7845,0
friendbutmarried,"Pining for his high school crush for years, a young man puts up his best efforts to move out of the friend zone until she reveals she's getting married.",child,"['drama', 'romance']",0.7783,0
bye bye london,"In this satirical play, a wealthy Kuwaiti businessman travels to London for pleasure and encounters a host of eccentric characters.",teen,"['comedy', 'drama']",0.8225,0
fifty year old teenager,The life of a married 50-year-old doctor turns topsy-turvy when he falls in love with a younger woman and begins to act like a teenager.,teen,['comedy'],0.7717,0
lock your girls in,A widower believes he must marry off his three problematic daughters before he can pursue his real goal of marrying his secret love.,child,"['comedy', 'romance']",0.3182,0
mujeres arriba,"A trio of best friends — a carefree bachelorette, a passionate mom and a perfectionist girlfriend — try to spice up their sex lives with their partners.",teen,"['comedy', 'romance']",0.9423,0
mystic popup bar,A young man with a unique ability begins working for a centuries-old bar owner who resolves her customers' emotional troubles by entering their dreams.,adult,['comedy'],0.5106,0
no longer kids,"Hoping to prevent their father from skipping town with his mistress, four rowdy siblings resort to absurd measures to stop him.",teen,"['comedy', 'drama']",0.1779,0
raya and sakina,"When robberies and murders targeting women sweep early 20th-century Egypt, the hunt for suspects leads to two shadowy sisters. Based on a true story.",teen,"['comedy', 'drama']",-0.5574,1
sayed the servant,"While running from the law, Sayed begins to work as a house servant to a wealthy family, whose divorced daughter enlists his help in a marriage scheme.",teen,['comedy'],0.6369,0
married couples,"Hailing from different classes, a young man and his wife try to find their version of happily married when both yearn to leave their old lives behind.",teen,"['comedy', 'romance']",0.5267,0
school of mischief,A high school teacher volunteers to transform five notorious misfits into model students — and has unintended results.,teen,"['comedy', 'drama']",-0.4404,0
witness who didnt see anything,"Pressured by cops into testifying as an eyewitness to a neighbor's murder, a children's TV host takes on a new persona after the trial.",child,['comedy'],-0.765,1
anchor baby,A Nigerian couple living in the U.S. face agonizing fallout when they defy deportation orders with the hopes of giving their unborn child citizenship.,adult,['drama'],0.128,0
especial 20 años fútbol de primera,"Revisit the emotional bouts and memorable highlights from the past two decades in this special celebrating esteemed TV show ""Fútbol de Primera.""",teen,['documentary'],0.884,0
honeytrap,"New to London, a naive and desperate teenager tries to fit in but instead becomes tragically implicated in a merciless world of gang violence.",adult,['drama'],-0.9209,1
i will follow,"Devastated after her aunt dies, Maye moves out of the home they shared and copes with her grief, yet finds comfort in the kindness of other mourners.",teen,"['drama', 'romance']",-0.4767,0
mutiny of the worker bees,"When Omar's grandfather forces him to get a job at a tech company in Mexico City, he meets a quirky ensemble of nine-to-fivers ... and some nemeses.",adult,['comedy'],0.0,0
queen and the conqueror,"Years after Spanish conquistador Pedro de Heredia betrayed her people and broke her heart, indigenous woman Catalina reenters his life to get revenge.",teen,['drama'],-0.8807,0
what are the odds,"When two unlikely friends play hooky from school, accidental encounters and otherworldly events turn their day into a whimsical coming-of-age journey.",adult,"['comedy', 'drama']",0.6705,0
either me or my auntie,"A musician's marriage proposal to his girlfriend is denied by her mother, whose affinity for magic begins to meddle in their relationship even more.",child,['comedy'],-0.4404,0
escaping tel aviv,"After her husband reveals he's an undercover Mossad agent, an Egyptian woman and their children are taken to Israel, prompting an urgent rescue mission.",teen,['action'],0.6249,0
game over,A woman ends up working at the same nightclub as her son’s girlfriend — who she doesn’t like — and tries to break up their relationship.,teen,"['comedy', 'romance']",0.3612,0
karkar,"After electrocution leaves a wealthy man brain-damaged, his money-hungry aunt and uncle try to con him by marrying him off to a fake relative.",teen,['comedy'],-0.1531,0
my sleeping lover,"After undergoing hypnosis, Ramez finally meets the woman of his dreams — but his vision of her appearance doesn't quite match up with reality.",child,['comedy'],0.5187,0
omar salma 2,"Now parents, Omar and Salma hit some obstacles while raising their two children and staying in love after the honeymoon ends.",teen,['comedy'],0.3818,0
patton oswalt i love everything,Turning 50. Finding love again. Buying a house. Experiencing existential dread at Denny's. Life comes at Patton Oswalt fast in this stand-up special.,adult,['comedy'],0.5994,0
sweet magnolias,"Lifelong friends Maddie, Helen and Dana Sue lift each other up as they juggle relationships, family and careers in the small, Southern town of Serenity.",teen,"['drama', 'romance']",0.4767,0
tareks situation,"Asked by his boss to share a woman's personal information, a mobile phone sales rep falls in love with the target whose data he's stealing.",teen,"['comedy', 'romance']",0.4019,0
beach loafer,"A wedding singer and his friends try to prove his innocence after he's accused of murder, a situation threatening his own marriage plans.",teen,['comedy'],-0.6808,1
wadjda,A persistent 10-year-old wishes for a new bicycle so she can beat her friend (a boy) in a race. But it's going to take some ingenuity to get one.,child,['drama'],0.34,0
zaki chan,An unqualified young man has his work cut out for him when he is hired as a rich girl’s bodyguard to keep her from the boyfriend her dad disapproves of.,child,"['comedy', 'romance']",0.3612,0
light in the dark,A terrifying home invasion shatters a couple's happy family life and brings their marriage to the brink as painful fallout unfolds.,teen,['drama'],-0.4404,0
patriot act with hasan minhaj,"Every Sunday, Hasan Minhaj brings an incisive and nuanced perspective to global news, politics and culture in his unique comedy series.",adult,['comedy'],0.3612,0
end,"A wrongly accused man is pursued by a dogged investigator in this action-comedy featuring car chases, dark humor and more than a few vampires.",adult,"['action', 'comedy']",-0.0258,0
boys over flowers,Unassuming high school girl Jan-di stands up to – and eventually falls for – a spoiled rich kid who belongs to the school's most powerful clique.,teen,['romance'],0.7713,0
