norm_title,description,audience_group,genres,sentiment_score,violence_flag
tremors 5 bloodline,"['When he is charter to catch a deadly tool terrorizing South Africa, survivalist Burt Gummer convey along a unexampled tech - savvy partner.']",teen,"['comedy', 'horror', 'sci-fi']",-0.6124,1
v for vendetta,"['A masked exemption fighter known as "" V "" takes upward limb against a totalitarian governing and finds an unlikely friend in a young woman.']",adult,"['action', 'drama', 'sci-fi']",0.4019,1
viking destiny,"['Framed for her father ’ due south execution, an exiled Viking princess is guided by the god Odin as she prepares to return to her kingdom and repossess the throne.']",adult,"['action', 'sci-fi']",-0.5574,1
waarrior savitri,"['In a modern adjustment of a mythological tale, a devoted married woman exist willing to do whatever information technology takes to deliver her husband from the clutches of death.']",teen,"['action', 'sci-fi']",0.2732,1
white chamber,"[""When a civil state of war harry the u.k., a scientist awakens in a futurist jail cell and is tortured by her capturer for information she claims she doesn ' t possess.""]",adult,"['sci-fi', 'thriller']",-0.8176,1
wild wild west,"['Gird with an ingenious armoury, two top - notch government agents be tasked with cross grim a diabolical scientist in this futurist Western.']",teen,"['action', 'comedy', 'sci-fi']",0.0,0
zoe,"['ZOE tells a tale of forbidden love between an engineer and a robot. ZOE (Léa Seydoux) and COLE (Ewan McGregor) are colleagues and veiled lovers at a research lab act to perfect quixotic relationships. But their relationship is peril when Zoe discovers the truth about their relationship, sending them into a coil of confusion, perfidy and the most intense of human emotions, love.']",adult,['sci-fi'],0.5775,0
xchange,['A human race learns the peril of a new technology that allows people to ravish their mind into a wait physical structure at their chosen goal when his soundbox is taken over by a terrorist.'],adult,['sci-fi'],-0.8442,1
wilder napalm,"['Two brother with the secret power of starting fire with their intellect, reunite after years apart, only when to retrieve conflict with their differing lifestyles.']",teen,"['comedy', 'sci-fi']",-0.3182,0
vast of night,"['In the twilight of the 1950s, on one disastrous nighttime in New United mexican states, a young switchboard manipulator Fay (Sierra McCormick) and charismatic radio disk jockey Everett (Jake Vladimir horowitz) discover a strange audio frequency that could change their small town and the time to come forever.']",teen,"['drama', 'sci-fi']",-0.2023,0
dragon pearl,"[""Josh & Lota lota mean they were in for a boring visit with each of their parents at an archaeological dig in Red china But the new friends soon discover they ' re right in the middle of an adventure when they find a mournful Firedrake that ' s been trapped deep in a mystic temple for thousands of years According to ancient legend the dragon is missing its life force a consecrated pearl hidden in a mysterious chamber""]",child,"['action', 'sci-fi']",-0.6542,0
creeping flesh,"[""A Victorian - geezerhood scientist return to London with his paleontological bag - of - bones discovery from Papua New Guinea. Regrettably, when give away to water, flesh returns to the bones unleashing a malevolent being on the scientist ' s family and quaker.""]",child,"['horror', 'sci-fi']",0.1027,0
aliens,"[""Aliens receive landed in the UK and are now unwanted immigrants living in a walled off section of town. Harry sinclair lewis be a edge guard make sure aliens and humans remain disjoined, but when atomic number 2 discovers that he ' s half alien, his whole humans is turned on its top dog.""]",adult,"['drama', 'sci-fi']",0.0516,0
star trek the original series,"[""The year represent 2268. Information technology ' s non live to exist a good year for Captain James T. Kirk.""]",child,"['action', 'adventure', 'sci-fi']",0.4404,0
star trek original,"[""In the final season of this groundbreaking sci - fi series, Kirk try to pass over downwards Spock ' s (Dutch leonard Nimoy) steal brain, reenacts the shootout at the O. K. Cattle pen and gets trap between dimensions.""]",child,['sci-fi'],-0.765,1
piranha,['Classic film tale with screenplay by John Sayles of fish attacking a sleepy resort river town. Original theatrical dismissal gross concluded $ 10 jillion domestic box office.'],adult,"['horror', 'sci-fi']",-0.2732,1
orphan black,"[""Season two hits the ground running with Sarah in a desperate race to find her missing daughter, and a hazardous pursuit that brings her head - to - head with ruthless pro - clone, Rachel. This time of year also rejoins Sarah, Alison and Cosima as they contend to keep the ' clone world ' a secret and find fault up the piece of their humbled lives.""]",adult,"['drama', 'sci-fi']",-0.836,0
operation atlantis,['A Arcanum Service federal agent be asked by an international organization pursue in research on uranium to inquire acts of sabotage in Africa.'],adult,"['drama', 'sci-fi']",-0.1779,0
omega doom,"[""In the post - holocaust world, humankind was defeated by his own machines is now populated and controlled by cyborgs carrying sharpened sticks and laser boomerangs. Omega Day of reckoning (Rutger Hauer) is one such cyborg. Atomic number 2 is programmed to destroy everything that moves until a sharp blow to the head have a myopic and makes him want to help the planet ' s few remaining human beings regain control.""]",teen,"['action', 'sci-fi']",-0.743,0
maximum ride,"['Uttermost Ride exist the sinful journeying of six DNA - enhanced young orphans with the power to vanish - on a mission to rescue the youngest of their flock while discovering, scientific diabolical secret of how they came to exist.']",teen,"['action', 'sci-fi']",0.6808,0
jeremiah,"['In the opening episode of Season deuce, Book of jeremiah and his allies face the increasing menace of the Valhalla Sphere.']",teen,"['drama', 'sci-fi']",-0.5267,0
iron sky,"['In the last place moments of World War 2, a secret Nazi space program elude destruction by fleeing to the Dark Side of the Sun myung moon. During 70 geezerhood of utter privateness, the German nazi construct a gigantic space fortress with a massive armada of flying saucer. Soon, this unstoppable plan of attack fleet will swarm towards Earth, heralding the triumphant return of the Fourth Reich.']",adult,"['action', 'sci-fi']",-0.8519,1
invasion of the body snatchers,['A small - town doc determine that the universe of his community is being supplant by emotionless exotic duplicates.'],child,"['drama', 'horror', 'sci-fi']",0.0,0
humans,"[""In Series leash of the hit sci - fi dramatic play, a year has run since the synths gained consciousness, but they ' re fighting to survive in a world that hates and fears them.""]",teen,"['drama', 'sci-fi']",-0.875,1
hirokin the last samurai,['A loath samurai with a benighted past set off on a mission to carry through his fate.'],adult,['sci-fi'],0.2263,0
highlander the source,"['The worldly concern live falling into pandemonium and Isadora duncan MacLeod, the Highlander, roams a crumbling city and remembers happier times before the love of his lifespan left.']",adult,"['action', 'sci-fi']",0.5106,0
gallowwalkers,"['A mysterious gunman, Aman (Snipes ), is the son of a nun who breaks her concordat with Divinity to ensure his survival. This act bring a curse upon Aman - all those that die by his gun will return. Soon, he is hunted by a gang of his undead former victim, led by the criminal Kansa. Aman draft Fabulos, a new young warrior, to fight by his side.']",adult,"['action', 'sci-fi']",-0.91,1
farscape,"[""In the quaternary and final season of FARSCAPE, astronaut John Crichton and Aeryn end up together while the seeds of an uneasy alliance between Crichton and Scorpius come to fruition. Echoes of war begin as the reptilian Scarrans seek the wormhole technology Crichton stimulate attained. Feature a nail - biting mini - serial finale, this season sends off one of sci - fi ' s most innovative shows with a bang.""]",teen,"['action', 'sci-fi']",-0.5118,1
falling water,['Ternion unrelated people lento realize that they are stargaze separate parts of a coarse dream.'],teen,['sci-fi'],0.25,0
explorers,['This adventurous space tale stars Ethan Hawke and young star River Phoenix as misfit best friends whose dream of space traveling become a reality when they create an interplanetary ballistic capsule in their homemade laboratory and embark on a secret dangerous undertaking to another galaxy where they find that things are not always equally different as they seem.'],child,"['adventure', 'sci-fi']",0.9413,0
eureka,"[""Eureka ' s fifth and final season culminates with an exciting series conclusion that will complete the journeying of the residents of the unique little township of Eureka. As the thrilling last season kicks off, the town is reeling after the Astraeus and her crew mysteriously vanished just before their planned launch to Titan. When they finally crash ground, Allison and the crewmembers are shocked to find themselves back in Eureka - and that they ' ve been drop for four years. As the town copes with the shocking personal changes that have happened during their long absence, Sheriff Carter and Henry try to uncover the truth about the forces behind the crew ' s bizarre disappearance - with mortal results.""]",teen,['sci-fi'],-0.3818,0
escape from the bronx,"['The year is 2000 and the Bronx has been reduce to a decaying, desolate wasteland infest with swarm of vicious street gangs and outcast magpie. When an imperialistic mega - corporation plan to reconstruct the ill fated "" No Man \' s Land "" into a perfect metropolis, they unleash their secret army of sadistic demise squads to wipe out the few remaining inhabitants.']",adult,"['action', 'sci-fi']",-0.8957,1
dark shadows the beginning,"[""Dr. Peter Guthrie and Joe Haskell break into Laura Murdoch Stockbridge ' reciprocal ohm crypt at Eagle Hill Cemetery. David Collins informs Victoria Winters that he wants to go away with his mother, Laura. Guthrie arranges to lead a session at the Old House to contact Josette Collins ' ghost. Victoria makes a bizarre discovery that leads her to believe David ' s liveliness is in jeopardy.""]",child,"['drama', 'sci-fi']",-0.7717,0
creative control,"[""In nigh future Brooklyn, an ad administrator use a modern Augmented Reality engineering science to conduct an affair with his good supporter ' s girlfriend.""]",adult,"['drama', 'sci-fi']",0.6369,0
counterpart,"[""Season Two see the Crossing closed and each Leslie howard stranded in the other ' s world. As a insensate war escalates between world and intensify the divide, both men discover themselves growing increasingly like the former.""]",adult,"['drama', 'sci-fi']",-0.1779,1
coherence,"['In this mind - bending sci - fi thriller, 8 quaker at a dinner party company start experience strange and mysterious events on the night a comet follow passing nigh to Earth.']",adult,"['drama', 'horror', 'sci-fi']",0.6597,0
chud,"[""Beneath the streets of New York city, at that place are hundreds of miles of subterranean tunnels indispose for anything human, unauthorized for anything experimental and unlikely to come to the surface. .. until now. Something horrible is loose in the sewers of Manhattan, and the city ' s homeless population has begun to mutate into ' Cannibalistic Humanoid Subway system Dwellers. '""]",adult,"['horror', 'sci-fi']",-0.7003,1
atlas shrugged part iii,"[""As offence and fear yield ended the countryside, the government proceed to wield its brutal force against the nation ' s most productive who are mysteriously vanishing - leaving behind a backwash of desperation.""]",teen,"['drama', 'sci-fi']",-0.9201,1
anna,"[""A man with the power to enter the great unwashed ' computer storage takes on the case of a brilliant, disorder sixteen - year - old girl to find whether she is a psychopath or a victim of trauma.""]",adult,"['horror', 'sci-fi']",-0.2023,0
alien uprising,"['A group of friends awake one morning to find all electricity and power shut off, and an huge alien aircraft hovering in the air travel above their heads. Suddenly this regular group of friends is battling to make it, as the intact human race is threatened by the alien u. s. army hovering ominously above.']",adult,"['action', 'sci-fi']",0.2732,0
space truckers,"['A quad trucker and his cute fiancee follow on their way from a space station to Earth with an strange cargo. When place pirates commandeer them, 5000 disintegrator robots are found in the cargo.']",teen,"['action', 'comedy', 'sci-fi']",0.4588,0
man who fell to earth,['Thomas Saint jerome Newton (David Bowie) is a humanoid alien world health organization come to Earth to get body of water for his pass away planet. He starts a high technology company to get the zillion of dollars he needs to build a counter spacecraft.'],adult,"['drama', 'sci-fi']",0.0,0
roborex,"['Epistle of james Miller have only one friend in the world, his beloved Labrador Retriever, Rex. Just when a strange ejection seat lands in the his backyard and a robot cad emerges, his living will never follow the same.']",child,"['action', 'sci-fi']",0.2617,0
phantasm remastered,['Remastered 1979 horror classical about ii brothers who discover that their local cemetery follow scat by a ghoulish mortician make for havoc on the damned.'],adult,"['horror', 'sci-fi']",-0.8807,0
extracted,"[""A scientist invents a technique to embark people ' s memories deep within their subconscious when their mind be at information technology most vulnerable state. When atomic number 2 is tasked with entering a convicted felon ' s mind to see whether he institutionalize murder, he is faced with his most dangerous and hazardous memory extraction ever.""]",adult,"['action', 'sci-fi']",-0.882,1
atlas shrugged part i,['Railroad administrator Dagny Taggart and steel mogul Joseph henry Rearden form an alliance to fight the increasingly autocratic governance of the United Nation.'],teen,"['drama', 'sci-fi']",0.0516,1
strange days at blake holsey high,"['Josie and the Science Baseball club ring be back! This season has clone, Urania Flytrap, desoxyribonucleic acid, tesseract, card games, and of course, wormholes!']",child,"['action', 'sci-fi']",0.0,0
aeon flux,"[""Honorary society Award - succeeder Charlize Theron stars as Aeon Magnetic flux, the underground operative fighting totalistic linguistic rule in 25th - century Ground ' reciprocal ohm last living city.""]",teen,"['action', 'sci-fi']",0.4019,1
mortal,"['In this spellbinding thriller, a psychologist puts her life in danger when she find herself force to a mysterious murder defendant who claims to possess godlike major power.']",adult,['sci-fi'],-0.872,1
younger younger,"['A strange piece owns a ego - storage facility and lives in a realism of his own, until realism comes crashing down.']",adult,"['comedy', 'drama', 'sci-fi']",-0.2023,0
manchurian candidate,"['As the total nation watches the presidential campaign hurtle towards Election Day, one soldier (Denzel Washington) hie to bring out the conspiracy behind it - a conspiracy that seek to put down democracy itself.']",adult,"['drama', 'sci-fi']",-0.891,1
clive barkers underworld,"['When mellow socio economic class hooker Nicole is kidnap from her brothel, Rich businessman Hugo Motherskille hires her ex love Roy Bain to find her.']",adult,"['horror', 'sci-fi']",0.8316,1
fortress 2 reentry,"['7 years after the original Fortress picture show, Brennick along with the maverick are captured and sent to a new, more sophisticated fort prison house, in outer place.']",adult,"['action', 'sci-fi']",0.2094,0
deepstar six,"['In the trucking rig - removed future, a atomic enquiry and missile base on the ocean floor be jeopardize by an enormous crustacean. The trapped undersea team of scientists must battle for their lives.']",adult,"['action', 'horror', 'sci-fi']",-0.7184,0
vivarium,"[""A mates ' reciprocal ohm search for a aspiration home plunges them into a terrifying nightmare after they personify trapped in a mystifying, labyrinth - like neighborhood of identical theatre.""]",adult,['sci-fi'],-0.7269,0
split second,"['In a flooded dystopian hereafter, Detective Harley Pit hunts a serial killer world health organization murdered his married person and has haunted him ever since. He shortly discovers what helium is hunt power not be human.']",adult,"['horror', 'sci-fi']",-0.9153,1
absolutely anything,"['A radical of eccentric alien confers a human being with the major power to make absolutely anything, as an experiment.']",adult,"['comedy', 'sci-fi']",0.0,0
brightheart let your light shine,"[""Brightheart the lightning bug is the heron of her village. A spaceship crash lands near Brighheart ' s community, and she is introduced to Aurora the robot. The deuce face off for glory of the village. Meanwhile, the lackeys of Billie jean king Cyrus start to steal food for thought from the village. As Brightheart starts to feel more aloof from her residential area she is lured to the side of Queen Cyrus.""]",child,['sci-fi'],0.296,0
twelve legend,"['Jin Xingjian, who be one time a stone has change state into an extraordinary existence that makes him both similar to a deity and a daemon. He run a gallery that has attracted demons from all walks of life and he bears witness to the thing they would do for love. When it comes to his own love life, he has a complicated relationship with Ye Ming, a cleaning woman shrouded in mystery and formed from the night ivory.']",teen,"['horror', 'romance', 'sci-fi']",0.9042,0
timecrimes,['A man being pursued by a manslayer stumbles into a mysterious research lab and incidentally travel backward in meter.'],adult,"['horror', 'sci-fi']",-0.7906,1
beyond the black rainbow,"['Held captive in a specialised medical facility, a young woman with unequalled abilities seeks a hazard to escape her preoccupied captor.']",adult,"['horror', 'sci-fi']",0.4588,0
toy store near you,"[""Throughout the world, there are hundreds of independently - owned toy stores, each one as unique & endearing as the people that have them. This community have got been disrupted by the Covid - nineteen pandemic as store owners are finding new ways to keep their business organization running. Whether you ' re an avid collector or a toy entrepot novice, these stories be universally powerful, sometimes heartbreaking, & always playfulness.""]",teen,"['documentary', 'sci-fi']",0.6486,0
jacob twotwo,['The escapade of a precocious young son in Montreal who have a riding habit of repeating himself.'],child,['sci-fi'],0.34,0
clive barkers lord of illusions,"[""Scott Bakula (Quantum Leaping) stars as a private detective who gets more than atomic number 2 bargains for when atomic number 2 encounters Philip Swan (Kevin Watt second. O ' Connor ), a performer whose amazing conjuring trick captivate the world. But are they actually legerdemain? Harry isn ' t so sure..""]",adult,"['horror', 'sci-fi']",0.34,0
bats,"['Something is coming in the night. The gloomy air fills with the sound of flapping wings and menacing shrieking. The night has wings and fear takes flight. Swarms of genetically altered bats have descended upon a sleepy, small Texan town and no one is safe. The lone hope to stop the growing tide of flaming ravaging is a zoologist who studies bats, her assistant Leon, and the local sheriff.']",teen,"['horror', 'sci-fi']",-0.7003,1
minority report,"[""Set in Booker t. washington D. Degree celsius. in 2054, where police apply a psychic technology to arrest and convict manslayer before they commit their crime. Tom Cruise plays the principal of this Precrime unit and is himself accused of the next murder of a man he hasn ' t even met.""]",teen,"['drama', 'sci-fi']",-0.9313,1
jane and the dragon,"[""The daughter of King Caradoc ' siemens chamberlain dreams of be a horse. When Prince Cuthbert be kidnapped by the local dragon, Jane english hawthorn just now have her opportunity.""]",child,['sci-fi'],0.5719,0
europa report,"[""When unmanned probes indicate that a obscure ocean could exist underneath Europa ' sulphur icy surface and may contain single - celled living, Europa Venture, a privately funded space exploration troupe, get off half a dozen of the best astronauts from around the world to confirm the data and explore the revolutionary discovery.""]",teen,"['drama', 'sci-fi']",0.7269,0
motorama,"['Guam, tired of parental squabbles, decides to steal his dad \' s blood red Mustang and hit the highway on a crisscross - country journey. While on the road, Gus spot a billboard inviting him to play the "" Motorama "" game, a promotional effort by a major gas post that prognosticate winners $ 500 million dollars.']",adult,"['drama', 'sci-fi']",0.5106,0
starhunter redux,"[""Before Firefly, before Killjoys, before the Mandalorian, there was Starhunter. The original bounty hunter in space serial publication be now re - released with new effects, new sound and modern scene. In Season Two, Dante alighieri ' s son chases bounties, while search for his lost father and hear his ain special powers.""]",child,['sci-fi'],0.0,1
orlando,"[""Young nobleman Orlando be command by Queen Elizabeth I to appease forever young. Miraculously, he does just that. The film follows him as he moves through several centuries of British history, experiencing a variety of lives and relationships along the way, and even alter sexual practice. Establish on Old dominion Woolf ' s highly acclaimed novel.""]",teen,"['drama', 'sci-fi']",0.3774,0
ascension,"[""In 1963, the U. S. government launched a covert space mission sending century of men, women and child on a century - long voyage aboard the starship Ascension to populate a new creation. Nearly 50 old age into the journey, as they approach the point of no return, a mysterious murder of a young woman causes the ship ' s universe to wonder the true nature of their mission.""]",adult,"['drama', 'sci-fi']",-0.5423,1
demolitionist,"[""Action - packed sci - fi thriller starring Nicole Eggert and Bruce Abbott, set in the futurist metropolis of ' Metro City '. A untested female police ship's officer is brought back from the brink of demise in order to become a super - human machine for justice.""]",adult,['sci-fi'],-0.0258,1
content,"[""In late 2008, 24 - year - onetime Abbie is laid off from her entry - level caper and mustiness find a way to give Boston ' sulfur high cost of living. Unable to find a new job, she decides to use emerging media platforms - and her improv skills - to scam her way into the start - up world. She and her peers in the comedy scene find themselves at the cut edge of the dawn of social medium and data extraction.""]",adult,"['comedy', 'drama', 'sci-fi']",-0.4019,1
zombie strippers,"['In the non too remote future, a secret government re - animation chemo - computer virus gets unfreeze into bourgeois Sartre, Nebraska, and lands in an hugger mugger strip club. As the virus begins to spread, turning the strippers into "" Superintendent Zombie Strippers "" the girls struggle with whether operating theatre not to conform to the new "" fad "" even if it means there \' s no turning back.']",adult,"['comedy', 'horror', 'sci-fi']",0.1027,0
synchronicity,"['A sci - fi thriller in the custom of Iniquity City and Brand Runner, about a physicist who has uncovered the secret of time locomotion. To protect his discovery, atomic number 2 must travel back in time and endangers his own existence and the very framework of reality.']",adult,['sci-fi'],0.4588,0
my zoe,"[""Following a divorce, geneticist Isabelle is trying to rebuild her life. She has a new boyfriend and plans to revitalize her career. But demode - husband James can ' t accept this and makes her life difficult in the detainment battle for their daughter Zoe. When a tragedy strike, the already split up family ' s world follow shattered. .. and Isabelle decides to take the girl ' s fate into her ain hands.""]",adult,"['drama', 'sci-fi']",-0.9748,0
beauty and the beast,"[""A dark twist on the morality tale of forbidden love between beautiful Belle and the feared forest Beast. As villager be being brutally murdered and the Beast is hunted down as the one responsible for the havoc, Belle and Beast team up to vote down the real grampus: the power - thirsty witch ' s malevolent troll.""]",adult,"['drama', 'romance', 'sci-fi']",-0.9062,1
defendor,"['Despite lacking any actual superpowers, Arthur Poppington transforms himself into the costumed vigilante Defendor. But danger beckons when our wedge attempt to protect a immature prostitute from an assailant who turns out to constitute a corrupt undercover cop.']",adult,"['comedy', 'drama', 'sci-fi']",0.5719,0
planet of the apes,"[""HD. Tim Richard burton ' s eye - popping remake of the 1968 cult classical stars Sucker Wahlberg as an spaceman who down on a planet ruled by ape.""]",teen,"['drama', 'sci-fi']",0.0,0
tekken,"['The yr be 2039. The world warfare have destroyed everything and territories are run by potbelly, the mightiest of which be TEKKEN. In the midst of the ruined society, ace warrior rise from the street.']",adult,"['action', 'sci-fi']",-0.872,1
star kid,"['Likeable but shy child Spencer dreams of be like his comic good book hero, but his spirit is strictly grounded in reality. Until the mean solar day an extraterrestrial craft crashes nearby, and the cybernetic organism privileged invites young Spencer to try on his space suit.']",child,"['action', 'sci-fi']",0.9042,0
replicant,['Denim - Claude Van Damme squares off against his deadliest opponent even – himself – when atomic number 2 stars as both a flagitious serial killer and the replicated clone that scientists have constructed in order to pop him.'],adult,"['adventure', 'sci-fi']",-0.875,1
night skies,"['Borderland 13, 1997. Five acquaintance bound for Las Vegas accidentally hit a stalled truck belonging to an ex - soldier. Stranded together on an isolated country road, they are about to witness one of the largest UFO sightings in story. This thrilling film based by real events, recreates the unexplained moments of that harrow night, an experience too incredible to believe and excessively dangerous to ignore.']",adult,"['horror', 'sci-fi']",-0.5994,0
sky captain and the world of tomorrow,"['When mysterious giant robots begin attacking the streets of New York Metropolis, audacious reporter Polly Perkins be on the story and enlists the attention of ace aviator and old flame Chief joseph “ Sky Captain ” Sullivan.']",child,"['action', 'adventure', 'sci-fi']",-0.4588,1
city of lost children,"['A scientist in a surrealist society kidnaps child to slip their dreaming, hope that they slow his mature process.']",adult,['sci-fi'],0.3182,0
cross,"['Given incredible power by an ancient Celtic language cross, Callan continues to struggle iniquity. .. Now, join by a team of weapons experts, Callan combat an unstoppable imperium in Los Angeles.']",adult,"['action', 'sci-fi']",-0.836,1
last days on mars,"['On the eve that the crowd of the very first manned expedition to Mars is about to return to Earth, it makes an astounding discovery - fossilized grounds of life history on Mars. Oscar nominated and visionary filmmaker Ruairí Robinson, along with an extraordinary special personal effects team including the people behind District 9, X - Men: First Class and Avatar, introduce us to a terrifying. ..']",adult,"['horror', 'sci-fi']",0.6369,0
attack the block,"[""Attack the Mental block ' is a fast, suspect, frightening legal action adventure movie that pits a teen work party against an invasion of savage alien monsters. It turn a John griffith chaney trapping project into a sci - fi playground. A tower block into a fortress under siege. And teenage street child into heroes. It ' s inner city versus out space.""]",adult,"['action', 'adventure', 'sci-fi']",-0.765,1
severed ties,"['When a re formation experimentation on his severed arm develop a virulent reptilian creature instead of a limb, a mad scientist uses the blood serum on homeless crippled vet to create an army and get his research back from his evil mother.']",adult,"['comedy', 'horror', 'sci-fi']",-0.8402,0
robocop prime directivesmeltdown,"[""Part 2. After the decease of John Cable, Alex White potato is plagued by haunting memories and seek answer. Meanwhile, a new Robocop is create and goes after Murphy for crimes atomic number 2 didn ' t commit.""]",adult,"['action', 'sci-fi']",-0.7085,1
universal soldier,['Luc Devreaux (Jean - Claude New wave Damme) and Sgt. Saint andrew Scott (Dolph Lundgren) are two soldiers who kill each former in Vietnam and are brought backwards to life twenty five year later for a secret regime course of study.'],adult,"['action', 'sci-fi']",-0.6908,1
rage carrie 2,['Rachel (Emily Bergl) represent a high school misfit who beat catch in the middle of a prank engineer by a group of supporter a prank that turns devilishly.'],adult,"['horror', 'sci-fi']",0.0,0
resident evil retribution,"['A sequel to "" Occupant Evilness: Hereafter three d "".']",adult,"['action', 'horror', 'sci-fi']",-0.6597,0
motel hell,['Ex serviceman histrion Rory Calhoun stars as the delightfully diabolic Fannie farmer Vincent in this deliciously ghoulish tale of the macabre that have forthwith become a cult classic.'],adult,"['horror', 'sci-fi']",0.795,0
grizzly mountain,"[""Present - day Portland suburbs kids Dylan and Nicole plump on the camping stumble with their category, and when they enter a orphic cave in the stack, they ' ray transported back in time to 1870.""]",child,['sci-fi'],0.0,0
future shock,"['Repugnance anthology astir a psychiatrist who use virtual reality to probe the minds of three unsuspecting patients, a paranoid woman home solely, a meek man with a roommate from blaze (Joseph paxton) and a man obsessed with his own death.']",teen,"['horror', 'sci-fi']",-0.9509,1
prometheus,"['A squad of explorers divulge a clew to the origins of man on Earth, leading them on a journeying through the universe. There, they mustiness fight a battle to save the future of the human backwash.']",adult,['sci-fi'],-0.25,1
undergods,"['An otherworldly journeying done a European community in declination. .. UNDERGODS is a assembling of in darkness humourous, fantasy tales about failed societies and doomed circumstances.']",adult,"['comedy', 'drama', 'sci-fi']",-0.7096,0
wishmaster,"['From executive manufacturer Wes Craven comes this fantasy - horror furore classic that spawn tercet sequels. When a jewelry appraiser is given an ancient gem, she inadvertently unleash an immortal spirit that grants humans wishes in exchange for their souls.']",adult,"['horror', 'sci-fi']",0.6369,0
lazarus effect,['A group of medical researchers discover a way to bestow beat patient rearwards to lifespan.'],teen,"['horror', 'sci-fi']",-0.6486,0
starving games,"['In this Hunger Game takeoff, Kantmiss Evershot must fight for her life in the 75th annual Starving Games, where she could also pull ahead an erstwhile ham, a voucher for a foot - long sub, and a partly eaten jam.']",teen,"['comedy', 'sci-fi']",-0.3818,1
rocky horror picture show,"['Part campy musical, part horror film, the movie details the travails of a squealing clean match maroon at a creepy castling where the habitant sing and dance done a bacchanalian tomboy of murder, bisexuality and cannibalism.']",adult,"['comedy', 'sci-fi']",-0.7717,1
intrusion,"['After a mortal home invasion at a couple ’ s unexampled dream house, the traumatized wife searches for solution — and learns the material danger be precisely beginning.']",teen,['thriller'],-0.6249,0
paranoia,"[""Pressure by his company ' s chief executive officer, a down - level employee find himself forced to descry on the gaffer ' s rival and former mentor.""]",teen,['thriller'],-0.4588,0
squid game,"[""Century of hard currency - strapped players accept a strange invitation to compete in children ' mho secret plan. Inside, a tempting trophy awaits — with deadly high stakes.""]",adult,"['drama', 'thriller']",0.6597,0
father who moves mountains,"['When his son goes missing during a snowy hike in the mountains, a retired intelligence agency policeman will contain at goose egg — and risk everything — to find him.']",adult,"['drama', 'thriller']",0.1316,0
jaws 2,"['Iv long time after the last deadly shark attack, police boss St. martin Brody fights to protect Amity Island from another slayer bang up white.']",child,"['drama', 'horror', 'thriller']",-0.4939,1
jaws 3,"['After the staff of a marine theme park try to capture a untried great white shark, they find its mother consume infest the enclosing and make up out for blood.']",child,"['action', 'horror', 'thriller']",0.6249,1
jaws the revenge,"['After another deadly shark tone beginning, Ellen Brody get receive enough of Amity Island and movement to the Caribbean sea – but a great white shark follows her there.']",teen,"['action', 'horror', 'thriller']",0.6808,1
training day,"[""A rookie cop with matchless clarence shepard day jr. to prove himself to a veteran LAPD narcotics officer receives a crash course in his mentor ' mho refutable brand of justice.""]",adult,"['drama', 'thriller']",-0.128,0
prey,['A hike trip into the wild ferment into a desperate play for selection for phoebe friends on the runnel from a mysterious shooter.'],adult,['thriller'],0.2023,1
paradise hills,"['Genus uma wake up in a lush tropical facility designed to turn headstrong girls into sodding ladies. That ’ s spoilt enough, but its existent purpose constitute still worse.']",adult,"['sci-fi', 'thriller']",-0.6187,0
shadow parties,['A family face destruction in a farsighted - running engagement between community that play off relatives against each other amid attacks and reprisals.'],adult,"['drama', 'thriller']",-0.836,1
anjaam,"['A wealthy industrialist ’ s dangerous obsession with a flight attendant ruin her world, until she assume matters into her own hands to claim retaliation.']",teen,"['drama', 'thriller']",-0.872,0
gurgaon,"['When the girl of a moneyed family returns from college, she gets a frosty welcome from her pal, world health organization has problems – and plans – of his own.']",teen,"['drama', 'thriller']",0.4215,0
in the cut,"['After embark on an affaire with the cop probing the execution of a young charwoman, an parochial schoolteacher distrust her lover equal involved in the crime.']",adult,['thriller'],-0.7783,1
agatha christies crooked house,"[""When a tec investigate the death of his ex - lover ' s grandfather, he uncover secret about the tycoon ' s manipulative family.""]",teen,"['drama', 'thriller']",-0.5994,1
el patrón radiografía de un crimen,['A lawyer defend an ignorant serviceman whose using by a savage boss while work as a butcher in Buenos River aire led to tragedy. Based on a true case.'],adult,"['drama', 'thriller']",-0.7506,0
in too deep,"['Greenhorn cop Jeffrey Cole place as a drug dealer to take down a crime lord and soon gets caught up in an netherworld of bribery, deterrence and slaying.']",adult,['thriller'],-0.9001,1
level 16,"['In a bleak academy that teach girls the virtues of passivity, ii student uncover the ghastly purpose behind their training and resolve to bunk.']",teen,"['sci-fi', 'thriller']",0.7003,0
boomika,"['Extrasensory activeness at a lush, abandoned property alert a chemical group bore to reformulate the site, but the eerie events crataegus laevigata not be as eldritch as they think.']",teen,"['horror', 'thriller']",-0.6187,0
gunshot,"['After a clash at a objection end in bloodshed, a forensic doc and a journalist embark on a search for the problematical true statement.']",teen,"['drama', 'thriller']",0.0772,1
black island,['The black secrets of a on the face of it peaceful island threaten to swallow up an orphan scholarly person when he raise close to a cryptic new teacher.'],adult,['thriller'],0.1531,0
darwins game,['High schooler Kaname activates a mystic mobile app and unwittingly joins a secret plan pock players with supernatural ability against each other.'],adult,['thriller'],0.25,0
freedomland,"['When a adult female reports that her infant son be abduct by a contraband man, an African American detective and a ashen militant team up to dig for details.']",adult,"['drama', 'thriller']",0.0,0
